,Task Coding Sites,Number of Task Coding Sites,Number of Unique Coding Sites,Viability Sites,Number of Viability Sites,Genome Length,Fraction Task Coding Sites,Fraction Viability Sites,Ratio of Viability Sites to Coding Sites,Genome
"run_1536,NAND","[29, 30, 31, 33, 45, 46]",6,27,"[0, 2, 3, 52, 53, 87, 92, 93, 94, 97, 98, 99]",12,100,0.27,0.12,0.4444444444444444,wzjabecflckhcArcceceuyctcnricycyucxcbuybcccacyccccucgcmcsccwqccdtybxjAcycidccsncxjccfpjvcjczvvvfcxga
"run_1536,AND","[38, 45, 50, 51, 54, 55, 56, 57, 64, 65]",10,27,"[0, 2, 3, 52, 53, 87, 92, 93, 94, 97, 98, 99]",12,100,0.27,0.12,0.4444444444444444,wzjabecflckhcArcceceuyctcnricycyucxcbuybcccacyccccucgcmcsccwqccdtybxjAcycidccsncxjccfpjvcjczvvvfcxga
"run_1536,ORNOT","[29, 30, 32, 37, 38]",5,27,"[0, 2, 3, 52, 53, 87, 92, 93, 94, 97, 98, 99]",12,100,0.27,0.12,0.4444444444444444,wzjabecflckhcArcceceuyctcnricycyucxcbuybcccacyccccucgcmcsccwqccdtybxjAcycidccsncxjccfpjvcjczvvvfcxga
"run_1536,OR",[31],1,27,"[0, 2, 3, 52, 53, 87, 92, 93, 94, 97, 98, 99]",12,100,0.27,0.12,0.4444444444444444,wzjabecflckhcArcceceuyctcnricycyucxcbuybcccacyccccucgcmcsccwqccdtybxjAcycidccsncxjccfpjvcjczvvvfcxga
"run_1536,ANDNOT","[38, 45, 50, 54, 56, 57, 71, 72]",8,27,"[0, 2, 3, 52, 53, 87, 92, 93, 94, 97, 98, 99]",12,100,0.27,0.12,0.4444444444444444,wzjabecflckhcArcceceuyctcnricycyucxcbuybcccacyccccucgcmcsccwqccdtybxjAcycidccsncxjccfpjvcjczvvvfcxga
"run_1536,NOR",[],0,27,"[0, 2, 3, 52, 53, 87, 92, 93, 94, 97, 98, 99]",12,100,0.27,0.12,0.4444444444444444,wzjabecflckhcArcceceuyctcnricycyucxcbuybcccacyccccucgcmcsccwqccdtybxjAcycidccsncxjccfpjvcjczvvvfcxga
"run_1536,XOR",[],0,27,"[0, 2, 3, 52, 53, 87, 92, 93, 94, 97, 98, 99]",12,100,0.27,0.12,0.4444444444444444,wzjabecflckhcArcceceuyctcnricycyucxcbuybcccacyccccucgcmcsccwqccdtybxjAcycidccsncxjccfpjvcjczvvvfcxga
"run_1536,EQUALS",[],0,27,"[0, 2, 3, 52, 53, 87, 92, 93, 94, 97, 98, 99]",12,100,0.27,0.12,0.4444444444444444,wzjabecflckhcArcceceuyctcnricycyucxcbuybcccacyccccucgcmcsccwqccdtybxjAcycidccsncxjccfpjvcjczvvvfcxga
"run_1542,NOT","[31, 32, 44, 45, 52, 57, 58, 69, 70]",9,24,"[0, 1, 2, 3, 4, 5, 96, 97, 98, 99]",10,100,0.24,0.1,0.4166666666666667,wzcagclcoucccccocynbmtcccfwccicycAqfudccseobsccccqccnxjqAtcccbcwAmAmyycucAocwunacccfyycwaczvvfcaxgab
"run_1542,NAND","[68, 72, 85, 86]",4,24,"[0, 1, 2, 3, 4, 5, 96, 97, 98, 99]",10,100,0.24,0.1,0.4166666666666667,wzcagclcoucccccocynbmtcccfwccicycAqfudccseobsccccqccnxjqAtcccbcwAmAmyycucAocwunacccfyycwaczvvfcaxgab
"run_1542,AND",[],0,24,"[0, 1, 2, 3, 4, 5, 96, 97, 98, 99]",10,100,0.24,0.1,0.4166666666666667,wzcagclcoucccccocynbmtcccfwccicycAqfudccseobsccccqccnxjqAtcccbcwAmAmyycucAocwunacccfyycwaczvvfcaxgab
"run_1542,ORNOT","[68, 71, 77, 79, 84]",5,24,"[0, 1, 2, 3, 4, 5, 96, 97, 98, 99]",10,100,0.24,0.1,0.4166666666666667,wzcagclcoucccccocynbmtcccfwccicycAqfudccseobsccccqccnxjqAtcccbcwAmAmyycucAocwunacccfyycwaczvvfcaxgab
"run_1542,OR",[],0,24,"[0, 1, 2, 3, 4, 5, 96, 97, 98, 99]",10,100,0.24,0.1,0.4166666666666667,wzcagclcoucccccocynbmtcccfwccicycAqfudccseobsccccqccnxjqAtcccbcwAmAmyycucAocwunacccfyycwaczvvfcaxgab
"run_1542,ANDNOT","[17, 18, 22, 31, 32, 36, 40, 45, 52, 58, 65, 67, 68]",13,24,"[0, 1, 2, 3, 4, 5, 96, 97, 98, 99]",10,100,0.24,0.1,0.4166666666666667,wzcagclcoucccccocynbmtcccfwccicycAqfudccseobsccccqccnxjqAtcccbcwAmAmyycucAocwunacccfyycwaczvvfcaxgab
"run_1542,NOR",[],0,24,"[0, 1, 2, 3, 4, 5, 96, 97, 98, 99]",10,100,0.24,0.1,0.4166666666666667,wzcagclcoucccccocynbmtcccfwccicycAqfudccseobsccccqccnxjqAtcccbcwAmAmyycucAocwunacccfyycwaczvvfcaxgab
"run_1542,XOR",[],0,24,"[0, 1, 2, 3, 4, 5, 96, 97, 98, 99]",10,100,0.24,0.1,0.4166666666666667,wzcagclcoucccccocynbmtcccfwccicycAqfudccseobsccccqccnxjqAtcccbcwAmAmyycucAocwunacccfyycwaczvvfcaxgab
"run_1542,EQUALS",[],0,24,"[0, 1, 2, 3, 4, 5, 96, 97, 98, 99]",10,100,0.24,0.1,0.4166666666666667,wzcagclcoucccccocynbmtcccfwccicycAqfudccseobsccccqccnxjqAtcccbcwAmAmyycucAocwunacccfyycwaczvvfcaxgab
"run_1558,NOT","[17, 23, 24, 25, 28, 31]",6,37,"[0, 1, 2, 3, 4, 5, 32, 96, 98, 99, 100]",11,101,0.36633663366336633,0.10891089108910891,0.2972972972972973,wzcagcxucmrcjpkcncAecxbuyccrucyycsyuuccqncmcfcrccodcAyycmccpscAqcrcqccuyxccciciAczxprcyccAzvvfcaxvgab
"run_1558,NAND","[31, 34, 37, 41, 43, 53]",6,37,"[0, 1, 2, 3, 4, 5, 32, 96, 98, 99, 100]",11,101,0.36633663366336633,0.10891089108910891,0.2972972972972973,wzcagcxucmrcjpkcncAecxbuyccrucyycsyuuccqncmcfcrccodcAyycmccpscAqcrcqccuyxccciciAczxprcyccAzvvfcaxvgab
"run_1558,AND","[7, 8, 10, 11, 31, 34, 35, 41, 43, 44, 45, 49, 59, 61, 65, 66, 70, 71]",18,37,"[0, 1, 2, 3, 4, 5, 32, 96, 98, 99, 100]",11,101,0.36633663366336633,0.10891089108910891,0.2972972972972973,wzcagcxucmrcjpkcncAecxbuyccrucyycsyuuccqncmcfcrccodcAyycmccpscAqcrcqccuyxccciciAczxprcyccAzvvfcaxvgab
"run_1558,ORNOT","[34, 35, 36, 40, 41, 42, 43, 44, 45, 54, 55]",11,37,"[0, 1, 2, 3, 4, 5, 32, 96, 98, 99, 100]",11,101,0.36633663366336633,0.10891089108910891,0.2972972972972973,wzcagcxucmrcjpkcncAecxbuyccrucyycsyuuccqncmcfcrccodcAyycmccpscAqcrcqccuyxccciciAczxprcyccAzvvfcaxvgab
"run_1558,OR",[31],1,37,"[0, 1, 2, 3, 4, 5, 32, 96, 98, 99, 100]",11,101,0.36633663366336633,0.10891089108910891,0.2972972972972973,wzcagcxucmrcjpkcncAecxbuyccrucyycsyuuccqncmcfcrccodcAyycmccpscAqcrcqccuyxccciciAczxprcyccAzvvfcaxvgab
"run_1558,ANDNOT","[34, 35, 41, 43, 49, 53, 54, 55, 56, 57, 59, 60, 61, 65, 66, 84, 85, 86, 87]",19,37,"[0, 1, 2, 3, 4, 5, 32, 96, 98, 99, 100]",11,101,0.36633663366336633,0.10891089108910891,0.2972972972972973,wzcagcxucmrcjpkcncAecxbuyccrucyycsyuuccqncmcfcrccodcAyycmccpscAqcrcqccuyxccciciAczxprcyccAzvvfcaxvgab
"run_1558,NOR",[],0,37,"[0, 1, 2, 3, 4, 5, 32, 96, 98, 99, 100]",11,101,0.36633663366336633,0.10891089108910891,0.2972972972972973,wzcagcxucmrcjpkcncAecxbuyccrucyycsyuuccqncmcfcrccodcAyycmccpscAqcrcqccuyxccciciAczxprcyccAzvvfcaxvgab
"run_1558,XOR",[],0,37,"[0, 1, 2, 3, 4, 5, 32, 96, 98, 99, 100]",11,101,0.36633663366336633,0.10891089108910891,0.2972972972972973,wzcagcxucmrcjpkcncAecxbuyccrucyycsyuuccqncmcfcrccodcAyycmccpscAqcrcqccuyxccciciAczxprcyccAzvvfcaxvgab
"run_1558,EQUALS",[],0,37,"[0, 1, 2, 3, 4, 5, 32, 96, 98, 99, 100]",11,101,0.36633663366336633,0.10891089108910891,0.2972972972972973,wzcagcxucmrcjpkcncAecxbuyccrucyycsyuuccqncmcfcrccodcAyycmccpscAqcrcqccuyxccciciAczxprcyccAzvvfcaxvgab
"run_1537,NOT","[18, 19, 22, 29, 30, 31, 32, 37, 38, 39, 40, 47, 48, 54, 55]",15,22,"[0, 2, 3, 4, 5, 10, 11, 17, 87, 88, 91, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.21153846153846154,0.18269230769230768,0.8636363636363636,wzjagcczyovvcccdAvocccpbclqxaycrcccoxurctawAAlcrcyAccjyccucqcccqcuqysacycctbtccfyccztccyctevzvvvvfcaxgab
"run_1537,NAND","[49, 58, 71, 72]",4,22,"[0, 2, 3, 4, 5, 10, 11, 17, 87, 88, 91, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.21153846153846154,0.18269230769230768,0.8636363636363636,wzjagcczyovvcccdAvocccpbclqxaycrcccoxurctawAAlcrcyAccjyccucqcccqcuqysacycctbtccfyccztccyctevzvvvvfcaxgab
"run_1537,AND",[],0,22,"[0, 2, 3, 4, 5, 10, 11, 17, 87, 88, 91, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.21153846153846154,0.18269230769230768,0.8636363636363636,wzjagcczyovvcccdAvocccpbclqxaycrcccoxurctawAAlcrcyAccjyccucqcccqcuqysacycctbtccfyccztccyctevzvvvvfcaxgab
"run_1537,ORNOT","[49, 57, 65, 67]",4,22,"[0, 2, 3, 4, 5, 10, 11, 17, 87, 88, 91, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.21153846153846154,0.18269230769230768,0.8636363636363636,wzjagcczyovvcccdAvocccpbclqxaycrcccoxurctawAAlcrcyAccjyccucqcccqcuqysacycctbtccfyccztccyctevzvvvvfcaxgab
"run_1537,OR",[],0,22,"[0, 2, 3, 4, 5, 10, 11, 17, 87, 88, 91, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.21153846153846154,0.18269230769230768,0.8636363636363636,wzjagcczyovvcccdAvocccpbclqxaycrcccoxurctawAAlcrcyAccjyccucqcccqcuqysacycctbtccfyccztccyctevzvvvvfcaxgab
"run_1537,ANDNOT",[],0,22,"[0, 2, 3, 4, 5, 10, 11, 17, 87, 88, 91, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.21153846153846154,0.18269230769230768,0.8636363636363636,wzjagcczyovvcccdAvocccpbclqxaycrcccoxurctawAAlcrcyAccjyccucqcccqcuqysacycctbtccfyccztccyctevzvvvvfcaxgab
"run_1537,NOR",[],0,22,"[0, 2, 3, 4, 5, 10, 11, 17, 87, 88, 91, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.21153846153846154,0.18269230769230768,0.8636363636363636,wzjagcczyovvcccdAvocccpbclqxaycrcccoxurctawAAlcrcyAccjyccucqcccqcuqysacycctbtccfyccztccyctevzvvvvfcaxgab
"run_1537,XOR",[],0,22,"[0, 2, 3, 4, 5, 10, 11, 17, 87, 88, 91, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.21153846153846154,0.18269230769230768,0.8636363636363636,wzjagcczyovvcccdAvocccpbclqxaycrcccoxurctawAAlcrcyAccjyccucqcccqcuqysacycctbtccfyccztccyctevzvvvvfcaxgab
"run_1537,EQUALS",[],0,22,"[0, 2, 3, 4, 5, 10, 11, 17, 87, 88, 91, 93, 94, 95, 96, 100, 101, 102, 103]",19,104,0.21153846153846154,0.18269230769230768,0.8636363636363636,wzjagcczyovvcccdAvocccpbclqxaycrcccoxurctawAAlcrcyAccjyccucqcccqcuqysacycctbtccfyccztccyctevzvvvvfcaxgab
"run_1543,NOT","[46, 47, 54, 96, 99]",5,19,"[0, 18, 21, 22, 23, 25, 49, 111, 117, 118, 119, 120]",12,121,0.15702479338842976,0.09917355371900827,0.631578947368421,waaaaqesafaapaqaaayeazcagcccxAfsxcpclleqccieccycgccbnvrycaccaozcuzxsccrcwcccaAccjzzpcccjcnuycccuccxyycdcucaycAAzvvfcaxgab
"run_1543,NAND","[99, 100, 101, 104, 105, 107, 108]",7,19,"[0, 18, 21, 22, 23, 25, 49, 111, 117, 118, 119, 120]",12,121,0.15702479338842976,0.09917355371900827,0.631578947368421,waaaaqesafaapaqaaayeazcagcccxAfsxcpclleqccieccycgccbnvrycaccaozcuzxsccrcwcccaAccjzzpcccjcnuycccuccxyycdcucaycAAzvvfcaxgab
"run_1543,AND",[],0,19,"[0, 18, 21, 22, 23, 25, 49, 111, 117, 118, 119, 120]",12,121,0.15702479338842976,0.09917355371900827,0.631578947368421,waaaaqesafaapaqaaayeazcagcccxAfsxcpclleqccieccycgccbnvrycaccaozcuzxsccrcwcccaAccjzzpcccjcnuycccuccxyycdcucaycAAzvvfcaxgab
"run_1543,ORNOT","[46, 47, 54, 61, 83, 84, 89, 90, 91, 92, 95, 100, 101]",13,19,"[0, 18, 21, 22, 23, 25, 49, 111, 117, 118, 119, 120]",12,121,0.15702479338842976,0.09917355371900827,0.631578947368421,waaaaqesafaapaqaaayeazcagcccxAfsxcpclleqccieccycgccbnvrycaccaozcuzxsccrcwcccaAccjzzpcccjcnuycccuccxyycdcucaycAAzvvfcaxgab
"run_1543,OR",[],0,19,"[0, 18, 21, 22, 23, 25, 49, 111, 117, 118, 119, 120]",12,121,0.15702479338842976,0.09917355371900827,0.631578947368421,waaaaqesafaapaqaaayeazcagcccxAfsxcpclleqccieccycgccbnvrycaccaozcuzxsccrcwcccaAccjzzpcccjcnuycccuccxyycdcucaycAAzvvfcaxgab
"run_1543,ANDNOT",[],0,19,"[0, 18, 21, 22, 23, 25, 49, 111, 117, 118, 119, 120]",12,121,0.15702479338842976,0.09917355371900827,0.631578947368421,waaaaqesafaapaqaaayeazcagcccxAfsxcpclleqccieccycgccbnvrycaccaozcuzxsccrcwcccaAccjzzpcccjcnuycccuccxyycdcucaycAAzvvfcaxgab
"run_1543,NOR",[],0,19,"[0, 18, 21, 22, 23, 25, 49, 111, 117, 118, 119, 120]",12,121,0.15702479338842976,0.09917355371900827,0.631578947368421,waaaaqesafaapaqaaayeazcagcccxAfsxcpclleqccieccycgccbnvrycaccaozcuzxsccrcwcccaAccjzzpcccjcnuycccuccxyycdcucaycAAzvvfcaxgab
"run_1543,XOR",[],0,19,"[0, 18, 21, 22, 23, 25, 49, 111, 117, 118, 119, 120]",12,121,0.15702479338842976,0.09917355371900827,0.631578947368421,waaaaqesafaapaqaaayeazcagcccxAfsxcpclleqccieccycgccbnvrycaccaozcuzxsccrcwcccaAccjzzpcccjcnuycccuccxyycdcucaycAAzvvfcaxgab
"run_1543,EQUALS",[],0,19,"[0, 18, 21, 22, 23, 25, 49, 111, 117, 118, 119, 120]",12,121,0.15702479338842976,0.09917355371900827,0.631578947368421,waaaaqesafaapaqaaayeazcagcccxAfsxcpclleqccieccycgccbnvrycaccaozcuzxsccrcwcccaAccjzzpcccjcnuycccuccxyycdcucaycAAzvvfcaxgab
"run_1547,NOT","[30, 44, 45]",3,13,"[0, 1, 2, 3, 5, 21, 68, 90, 96, 98, 99, 100]",12,101,0.12871287128712872,0.1188118811881188,0.923076923076923,wzcagcewmccuccxcwxckpehnAuccuwypcchncucyuyqkycecrckcwcwubnctclfcvqcgcmfrcccdcccepctcucyycczvvfcaxvgab
"run_1547,NAND","[30, 39, 69]",3,13,"[0, 1, 2, 3, 5, 21, 68, 90, 96, 98, 99, 100]",12,101,0.12871287128712872,0.1188118811881188,0.923076923076923,wzcagcewmccuccxcwxckpehnAuccuwypcchncucyuyqkycecrckcwcwubnctclfcvqcgcmfrcccdcccepctcucyycczvvfcaxvgab
"run_1547,AND","[30, 39, 69]",3,13,"[0, 1, 2, 3, 5, 21, 68, 90, 96, 98, 99, 100]",12,101,0.12871287128712872,0.1188118811881188,0.923076923076923,wzcagcewmccuccxcwxckpehnAuccuwypcchncucyuyqkycecrckcwcwubnctclfcvqcgcmfrcccdcccepctcucyycczvvfcaxvgab
"run_1547,ORNOT","[30, 31, 32, 35, 36, 37, 38, 39, 40, 41]",10,13,"[0, 1, 2, 3, 5, 21, 68, 90, 96, 98, 99, 100]",12,101,0.12871287128712872,0.1188118811881188,0.923076923076923,wzcagcewmccuccxcwxckpehnAuccuwypcchncucyuyqkycecrckcwcwubnctclfcvqcgcmfrcccdcccepctcucyycczvvfcaxvgab
"run_1547,OR",[],0,13,"[0, 1, 2, 3, 5, 21, 68, 90, 96, 98, 99, 100]",12,101,0.12871287128712872,0.1188118811881188,0.923076923076923,wzcagcewmccuccxcwxckpehnAuccuwypcchncucyuyqkycecrckcwcwubnctclfcvqcgcmfrcccdcccepctcucyycczvvfcaxvgab
"run_1547,ANDNOT",[],0,13,"[0, 1, 2, 3, 5, 21, 68, 90, 96, 98, 99, 100]",12,101,0.12871287128712872,0.1188118811881188,0.923076923076923,wzcagcewmccuccxcwxckpehnAuccuwypcchncucyuyqkycecrckcwcwubnctclfcvqcgcmfrcccdcccepctcucyycczvvfcaxvgab
"run_1547,NOR",[],0,13,"[0, 1, 2, 3, 5, 21, 68, 90, 96, 98, 99, 100]",12,101,0.12871287128712872,0.1188118811881188,0.923076923076923,wzcagcewmccuccxcwxckpehnAuccuwypcchncucyuyqkycecrckcwcwubnctclfcvqcgcmfrcccdcccepctcucyycczvvfcaxvgab
"run_1547,XOR",[],0,13,"[0, 1, 2, 3, 5, 21, 68, 90, 96, 98, 99, 100]",12,101,0.12871287128712872,0.1188118811881188,0.923076923076923,wzcagcewmccuccxcwxckpehnAuccuwypcchncucyuyqkycecrckcwcwubnctclfcvqcgcmfrcccdcccepctcucyycczvvfcaxvgab
"run_1547,EQUALS",[],0,13,"[0, 1, 2, 3, 5, 21, 68, 90, 96, 98, 99, 100]",12,101,0.12871287128712872,0.1188118811881188,0.923076923076923,wzcagcewmccuccxcwxckpehnAuccuwypcchncucyuyqkycecrckcwcwubnctclfcvqcgcmfrcccdcccepctcucyycczvvfcaxvgab
"run_1559,NOT","[10, 12, 17, 23, 24, 30, 31, 32, 33, 37, 38]",11,29,"[0, 1, 2, 3, 4, 5, 91, 92, 96, 97, 98, 99, 100, 101, 102]",15,103,0.2815533980582524,0.14563106796116504,0.5172413793103449,wzcagcjcccpmlbfcjscrwccundcaclcmycvccuyucucycucfycucmmccdsncvjcucwjjdcdomcbadkayccnyAqcauduzvfcaxvvvgab
"run_1559,NAND","[38, 40, 44, 45, 46, 49]",6,29,"[0, 1, 2, 3, 4, 5, 91, 92, 96, 97, 98, 99, 100, 101, 102]",15,103,0.2815533980582524,0.14563106796116504,0.5172413793103449,wzcagcjcccpmlbfcjscrwccundcaclcmycvccuyucucycucfycucmmccdsncvjcucwjjdcdomcbadkayccnyAqcauduzvfcaxvvvgab
"run_1559,AND",[48],1,29,"[0, 1, 2, 3, 4, 5, 91, 92, 96, 97, 98, 99, 100, 101, 102]",15,103,0.2815533980582524,0.14563106796116504,0.5172413793103449,wzcagcjcccpmlbfcjscrwccundcaclcmycvccuyucucycucfycucmmccdsncvjcucwjjdcdomcbadkayccnyAqcauduzvfcaxvvvgab
"run_1559,ORNOT","[32, 42, 44]",3,29,"[0, 1, 2, 3, 4, 5, 91, 92, 96, 97, 98, 99, 100, 101, 102]",15,103,0.2815533980582524,0.14563106796116504,0.5172413793103449,wzcagcjcccpmlbfcjscrwccundcaclcmycvccuyucucycucfycucmmccdsncvjcucwjjdcdomcbadkayccnyAqcauduzvfcaxvvvgab
"run_1559,OR",[38],1,29,"[0, 1, 2, 3, 4, 5, 91, 92, 96, 97, 98, 99, 100, 101, 102]",15,103,0.2815533980582524,0.14563106796116504,0.5172413793103449,wzcagcjcccpmlbfcjscrwccundcaclcmycvccuyucucycucfycucmmccdsncvjcucwjjdcdomcbadkayccnyAqcauduzvfcaxvvvgab
"run_1559,ANDNOT","[38, 40, 42, 46, 48, 49, 50, 52, 53, 57, 59, 64, 73, 78, 80, 82, 83]",17,29,"[0, 1, 2, 3, 4, 5, 91, 92, 96, 97, 98, 99, 100, 101, 102]",15,103,0.2815533980582524,0.14563106796116504,0.5172413793103449,wzcagcjcccpmlbfcjscrwccundcaclcmycvccuyucucycucfycucmmccdsncvjcucwjjdcdomcbadkayccnyAqcauduzvfcaxvvvgab
"run_1559,NOR","[38, 42]",2,29,"[0, 1, 2, 3, 4, 5, 91, 92, 96, 97, 98, 99, 100, 101, 102]",15,103,0.2815533980582524,0.14563106796116504,0.5172413793103449,wzcagcjcccpmlbfcjscrwccundcaclcmycvccuyucucycucfycucmmccdsncvjcucwjjdcdomcbadkayccnyAqcauduzvfcaxvvvgab
"run_1559,XOR",[],0,29,"[0, 1, 2, 3, 4, 5, 91, 92, 96, 97, 98, 99, 100, 101, 102]",15,103,0.2815533980582524,0.14563106796116504,0.5172413793103449,wzcagcjcccpmlbfcjscrwccundcaclcmycvccuyucucycucfycucmmccdsncvjcucwjjdcdomcbadkayccnyAqcauduzvfcaxvvvgab
"run_1559,EQUALS",[],0,29,"[0, 1, 2, 3, 4, 5, 91, 92, 96, 97, 98, 99, 100, 101, 102]",15,103,0.2815533980582524,0.14563106796116504,0.5172413793103449,wzcagcjcccpmlbfcjscrwccundcaclcmycvccuyucucycucfycucmmccdsncvjcucwjjdcdomcbadkayccnyAqcauduzvfcaxvvvgab
"run_1538,NOT","[37, 38, 39, 44, 45, 59, 65, 73, 82]",9,25,"[0, 1, 2, 3, 4, 5, 91, 92, 93, 94, 98, 101, 102, 103]",14,104,0.2403846153846154,0.1346153846153846,0.5599999999999999,wzcagcczpcjakAplqpocuncyAclaccAvycsaAusccAdcmccwccqcwjccxjwtjycclccecccckcwjccdcocyruucyjyczvvvfcaxvvgab
"run_1538,NAND","[61, 62, 64, 65, 72, 73, 82, 86, 87]",9,25,"[0, 1, 2, 3, 4, 5, 91, 92, 93, 94, 98, 101, 102, 103]",14,104,0.2403846153846154,0.1346153846153846,0.5599999999999999,wzcagcczpcjakAplqpocuncyAclaccAvycsaAusccAdcmccwccqcwjccxjwtjycclccecccckcwjccdcocyruucyjyczvvvfcaxvvgab
"run_1538,AND",[],0,25,"[0, 1, 2, 3, 4, 5, 91, 92, 93, 94, 98, 101, 102, 103]",14,104,0.2403846153846154,0.1346153846153846,0.5599999999999999,wzcagcczpcjakAplqpocuncyAclaccAvycsaAusccAdcmccwccqcwjccxjwtjycclccecccckcwjccdcocyruucyjyczvvvfcaxvvgab
"run_1538,ORNOT","[61, 62, 64, 65, 72, 73, 82, 83, 84, 85, 89, 90]",12,25,"[0, 1, 2, 3, 4, 5, 91, 92, 93, 94, 98, 101, 102, 103]",14,104,0.2403846153846154,0.1346153846153846,0.5599999999999999,wzcagcczpcjakAplqpocuncyAclaccAvycsaAusccAdcmccwccqcwjccxjwtjycclccecccckcwjccdcocyruucyjyczvvvfcaxvvgab
"run_1538,OR",[],0,25,"[0, 1, 2, 3, 4, 5, 91, 92, 93, 94, 98, 101, 102, 103]",14,104,0.2403846153846154,0.1346153846153846,0.5599999999999999,wzcagcczpcjakAplqpocuncyAclaccAvycsaAusccAdcmccwccqcwjccxjwtjycclccecccckcwjccdcocyruucyjyczvvvfcaxvvgab
"run_1538,ANDNOT","[23, 27, 32, 33, 35, 37, 38, 39, 44, 45, 61, 62]",12,25,"[0, 1, 2, 3, 4, 5, 91, 92, 93, 94, 98, 101, 102, 103]",14,104,0.2403846153846154,0.1346153846153846,0.5599999999999999,wzcagcczpcjakAplqpocuncyAclaccAvycsaAusccAdcmccwccqcwjccxjwtjycclccecccckcwjccdcocyruucyjyczvvvfcaxvvgab
"run_1538,NOR",[],0,25,"[0, 1, 2, 3, 4, 5, 91, 92, 93, 94, 98, 101, 102, 103]",14,104,0.2403846153846154,0.1346153846153846,0.5599999999999999,wzcagcczpcjakAplqpocuncyAclaccAvycsaAusccAdcmccwccqcwjccxjwtjycclccecccckcwjccdcocyruucyjyczvvvfcaxvvgab
"run_1538,XOR",[],0,25,"[0, 1, 2, 3, 4, 5, 91, 92, 93, 94, 98, 101, 102, 103]",14,104,0.2403846153846154,0.1346153846153846,0.5599999999999999,wzcagcczpcjakAplqpocuncyAclaccAvycsaAusccAdcmccwccqcwjccxjwtjycclccecccckcwjccdcocyruucyjyczvvvfcaxvvgab
"run_1538,EQUALS",[],0,25,"[0, 1, 2, 3, 4, 5, 91, 92, 93, 94, 98, 101, 102, 103]",14,104,0.2403846153846154,0.1346153846153846,0.5599999999999999,wzcagcczpcjakAplqpocuncyAclaccAvycsaAusccAdcmccwccqcwjccxjwtjycclccecccckcwjccdcocyruucyjyczvvvfcaxvvgab
"run_1532,NOT","[27, 28, 36, 37, 38, 39, 43]",7,27,"[0, 1, 2, 3, 4, 5, 46, 98, 103, 105, 106, 107]",12,108,0.25,0.1111111111111111,0.4444444444444444,wzcagcrcdlcbtccccrxdccuncccycjccaccypntcAcsyccvqmuAyuscmacocccucccscccyuucdjccpycmArcysocccqamnqnwzvfcaxvgab
"run_1532,NAND","[43, 44, 52, 54, 56, 63, 67, 70]",8,27,"[0, 1, 2, 3, 4, 5, 46, 98, 103, 105, 106, 107]",12,108,0.25,0.1111111111111111,0.4444444444444444,wzcagcrcdlcbtccccrxdccuncccycjccaccypntcAcsyccvqmuAyuscmacocccucccscccyuucdjccpycmArcysocccqamnqnwzvfcaxvgab
"run_1532,AND",[],0,27,"[0, 1, 2, 3, 4, 5, 46, 98, 103, 105, 106, 107]",12,108,0.25,0.1111111111111111,0.4444444444444444,wzcagcrcdlcbtccccrxdccuncccycjccaccypntcAcsyccvqmuAyuscmacocccucccscccyuucdjccpycmArcysocccqamnqnwzvfcaxvgab
"run_1532,ORNOT","[27, 28, 36, 37, 38, 39, 42, 48, 49, 51]",10,27,"[0, 1, 2, 3, 4, 5, 46, 98, 103, 105, 106, 107]",12,108,0.25,0.1111111111111111,0.4444444444444444,wzcagcrcdlcbtccccrxdccuncccycjccaccypntcAcsyccvqmuAyuscmacocccucccscccyuucdjccpycmArcysocccqamnqnwzvfcaxvgab
"run_1532,OR","[27, 35, 51]",3,27,"[0, 1, 2, 3, 4, 5, 46, 98, 103, 105, 106, 107]",12,108,0.25,0.1111111111111111,0.4444444444444444,wzcagcrcdlcbtccccrxdccuncccycjccaccypntcAcsyccvqmuAyuscmacocccucccscccyuucdjccpycmArcysocccqamnqnwzvfcaxvgab
"run_1532,ANDNOT","[43, 44, 52, 53, 54, 58, 59, 78, 80, 81, 84, 85]",12,27,"[0, 1, 2, 3, 4, 5, 46, 98, 103, 105, 106, 107]",12,108,0.25,0.1111111111111111,0.4444444444444444,wzcagcrcdlcbtccccrxdccuncccycjccaccypntcAcsyccvqmuAyuscmacocccucccscccyuucdjccpycmArcysocccqamnqnwzvfcaxvgab
"run_1532,NOR",[43],1,27,"[0, 1, 2, 3, 4, 5, 46, 98, 103, 105, 106, 107]",12,108,0.25,0.1111111111111111,0.4444444444444444,wzcagcrcdlcbtccccrxdccuncccycjccaccypntcAcsyccvqmuAyuscmacocccucccscccyuucdjccpycmArcysocccqamnqnwzvfcaxvgab
